State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,Churn_binary,Total_charge,Avg_Day_Call_Duration,Avg_Eve_Call_Duration,Avg_Night_Call_Duration,Avg_Intl_Call_Duration,Cust_Serv_Call_Rate,TotalServices,EngagementScore,CS_Calls_x_DayCharge,IntlPlan_x_IntlMins,IsNewCustomer,IsPremium,Total_Minutes,Day_Min_Per_Call,Intl_Plan_Bin,Critical_Intl_Interaction,Log_Total_Minutes,Account_Length_Sq
MI,120,408,No,No,0,165.0,100,28.05,317.2,83,26.96,119.2,86,5.36,8.3,8,2.24,1,False,0,62.61000000000001,1.65,3.8216867469879516,1.386046511627907,1.0375,0.008333333333333333,1,120,28.05,0.0,0,0,609.6999999999999,1.6499998350000165,0,0,6.414605840229089,14400
MA,103,415,No,No,0,185.0,117,31.45,223.3,94,18.98,222.8,91,10.03,12.6,2,3.4,2,False,0,63.86,1.5811965811965811,2.375531914893617,2.4483516483516485,6.3,0.019417475728155338,1,103,62.9,0.0,0,0,643.7,1.5811964460515857,0,0,6.468785092316574,10609
AL,98,408,No,No,0,161.0,117,27.37,190.9,113,16.23,227.7,113,10.25,12.1,4,3.27,4,False,0,57.120000000000005,1.376068376068376,1.6893805309734513,2.0150442477876105,3.025,0.04081632653061224,1,98,109.48,0.0,0,0,591.6999999999999,1.3760682584557045,0,0,6.3846883687937925,9604
DE,125,408,No,No,0,126.7,108,21.54,206.0,90,17.51,247.8,114,11.15,13.3,7,3.59,1,False,0,53.78999999999999,1.1731481481481483,2.2888888888888888,2.173684210526316,1.9000000000000001,0.008,1,125,21.54,0.0,0,0,593.8,1.1731480395233296,0,0,6.388225214586,15625
ME,36,510,Yes,Yes,42,196.8,89,33.46,254.9,122,21.67,138.3,126,6.22,20.0,6,5.4,0,True,1,66.75,2.2112359550561798,2.089344262295082,1.0976190476190477,3.3333333333333335,0.0,3,108,0.0,20.0,0,0,610.0,2.2112357066027295,1,0,6.415096959171596,1296
NJ,64,510,No,No,0,162.6,83,27.64,152.3,109,12.95,57.5,122,2.59,14.2,3,3.83,1,False,0,47.010000000000005,1.959036144578313,1.3972477064220183,0.4713114754098361,4.733333333333333,0.015625,1,64,27.64,0.0,0,0,386.59999999999997,1.9590359085498903,0,0,5.959973880016611,4096
NV,74,415,No,No,0,282.5,114,48.03,219.9,48,18.69,170.0,115,7.65,9.4,4,2.54,1,True,1,76.91000000000001,2.4780701754385963,4.58125,1.4782608695652173,2.35,0.013513513513513514,1,74,48.03,0.0,0,1,681.8,2.478069958064039,0,0,6.526201990920286,5476
MO,112,510,No,Yes,36,113.7,117,19.33,157.5,82,13.39,177.6,118,7.99,10.0,3,2.7,2,False,0,43.410000000000004,0.9717948717948718,1.920731707317073,1.505084745762712,3.3333333333333335,0.017857142857142856,2,224,38.66,0.0,0,0,458.79999999999995,0.9717947887354882,0,0,6.130791612329081,12544
NE,46,408,No,No,0,210.2,92,35.73,227.3,77,19.32,200.1,116,9.0,13.1,7,3.54,1,False,0,67.59,2.284782608695652,2.951948051948052,1.7249999999999999,1.8714285714285714,0.021739130434782608,1,46,35.73,0.0,0,0,650.7,2.2847823603497432,0,0,6.479584333338335,2116
TX,41,408,No,Yes,22,213.8,102,36.35,141.8,86,12.05,142.2,123,6.4,7.2,3,1.94,0,False,0,56.74,2.096078431372549,1.6488372093023258,1.1560975609756097,2.4,0.0,2,82,0.0,0.0,0,0,505.0,2.0960782258746837,0,0,6.226536669287466,1681
MD,121,510,No,No,0,190.7,103,32.42,183.5,117,15.6,220.8,103,9.94,9.8,4,2.65,3,False,0,60.61,1.8514563106796116,1.5683760683760684,2.14368932038835,2.45,0.024793388429752067,1,121,97.26,0.0,0,0,604.8,1.8514561309265891,0,0,6.406549898593137,14641
MS,193,415,No,No,0,170.9,124,29.05,132.3,95,11.25,112.9,89,5.08,11.6,3,3.13,1,False,0,48.51,1.3782258064516129,1.3926315789473684,1.2685393258426967,3.8666666666666667,0.0051813471502590676,1,193,29.05,0.0,0,0,427.70000000000005,1.3782256953043794,0,0,6.0607573736039315,37249
NV,130,510,No,No,0,154.2,119,26.21,110.2,98,9.37,227.4,117,10.23,9.2,5,2.48,2,False,0,48.29,1.295798319327731,1.1244897959183673,1.9435897435897436,1.8399999999999999,0.015384615384615385,1,130,52.42,0.0,0,0,500.99999999999994,1.295798210437125,0,0,6.218600119691729,16900
AZ,85,408,No,No,0,201.4,52,34.24,229.4,104,19.5,252.5,106,11.36,12.0,3,3.24,1,False,0,68.33999999999999,3.873076923076923,2.205769230769231,2.3820754716981134,4.0,0.011764705882352941,1,85,34.24,0.0,0,0,695.3,3.873076178254581,0,0,6.545780601948501,7225
MS,162,415,No,No,0,70.7,108,12.02,157.5,87,13.39,154.8,82,6.97,9.1,3,2.46,4,True,1,34.84,0.6546296296296297,1.8103448275862069,1.8878048780487806,3.033333333333333,0.024691358024691357,1,162,48.08,0.0,0,0,392.1,0.6546295690157806,0,0,5.9740640324278145,26244
MS,61,510,No,Yes,27,187.5,124,31.88,146.6,103,12.46,225.7,129,10.16,6.4,6,1.73,4,True,1,56.23,1.5120967741935485,1.4233009708737863,1.7496124031007751,1.0666666666666667,0.06557377049180328,2,122,127.52,0.0,0,0,566.1999999999999,1.51209665225027,0,0,6.340711975217918,3721
TX,92,408,No,No,0,91.7,90,15.59,193.7,123,16.46,175.0,86,7.88,9.2,4,2.48,2,False,0,42.41,1.018888888888889,1.5747967479674796,2.0348837209302326,2.3,0.021739130434782608,1,92,31.18,0.0,0,0,469.59999999999997,1.018888775679025,0,0,6.154008476293262,8464
NE,131,408,No,Yes,36,214.2,115,36.41,161.7,117,13.74,264.7,102,11.91,9.5,4,2.57,3,False,0,64.63,1.862608695652174,1.382051282051282,2.5950980392156864,2.375,0.022900763358778626,2,262,109.22999999999999,0.0,0,0,650.0999999999999,1.8626085336862144,0,0,6.478663240242816,17161
NE,90,415,No,No,0,145.5,92,24.74,217.7,114,18.5,146.9,123,6.61,10.9,2,2.94,3,False,0,52.78999999999999,1.5815217391304348,1.9096491228070174,1.194308943089431,5.45,0.03333333333333333,1,90,74.22,0.0,0,0,521.0,1.5815215672259166,0,0,6.257667587882639,8100
NJ,78,415,No,No,0,231.0,115,39.27,230.4,140,19.58,261.4,120,11.76,9.5,3,2.57,1,False,0,73.17999999999999,2.008695652173913,1.6457142857142857,2.1783333333333332,3.1666666666666665,0.01282051282051282,1,78,39.27,0.0,0,1,732.3,2.008695477504741,0,0,6.597554895099754,6084
TX,82,408,No,No,0,200.3,96,34.05,201.2,102,17.1,206.1,60,9.27,7.1,1,1.92,4,False,0,62.34,2.0864583333333333,1.972549019607843,3.435,7.1,0.04878048780487805,1,82,136.2,0.0,0,0,614.7,2.0864581159939464,0,0,6.422759831917165,6724
AR,163,408,No,No,0,197.0,109,33.49,202.6,128,17.22,206.4,80,9.29,9.1,10,2.46,1,False,0,62.46,1.8073394495412844,1.5828125,2.58,0.9099999999999999,0.006134969325153374,1,163,33.49,0.0,0,0,615.1,1.8073392837303408,0,0,6.423409288020525,26569
AL,91,510,Yes,No,0,129.9,112,22.08,173.3,83,14.73,247.2,130,11.12,11.2,3,3.02,3,False,0,50.95,1.1598214285714286,2.0879518072289156,1.9015384615384614,3.733333333333333,0.03296703296703297,2,182,66.24,11.2,0,0,561.6000000000001,1.159821325015953,1,3,6.332568896055757,8281
NY,75,415,No,Yes,21,175.8,97,29.89,217.5,106,18.49,237.5,134,10.69,5.3,4,1.43,5,False,0,60.49999999999999,1.8123711340206188,2.05188679245283,1.7723880597014925,1.325,0.06666666666666667,2,150,149.45,0.0,0,0,636.0999999999999,1.812370947178253,0,0,6.456926629122442,5625
FL,91,510,No,No,0,203.1,106,34.53,210.1,113,17.86,195.6,129,8.8,12.0,3,3.24,3,False,0,64.42999999999999,1.9160377358490566,1.85929203539823,1.5162790697674418,4.0,0.03296703296703297,1,91,103.59,0.0,0,0,620.8,1.9160375550907967,0,0,6.432618497624653,8281
AK,127,510,No,Yes,36,183.2,117,31.14,126.8,76,10.78,263.3,71,11.85,11.2,8,3.02,1,False,0,56.790000000000006,1.5658119658119658,1.6684210526315788,3.7084507042253523,1.4,0.007874015748031496,2,254,31.14,0.0,0,0,584.5,1.5658118319818946,0,0,6.372466183037772,16129
NV,113,415,No,Yes,23,205.0,101,34.85,152.0,60,12.92,158.6,59,7.14,10.2,5,2.75,2,False,0,57.660000000000004,2.0297029702970297,2.533333333333333,2.688135593220339,2.04,0.017699115044247787,2,226,69.7,0.0,0,0,525.8000000000001,2.0297027693363594,0,0,6.266820969869126,12769
DE,110,510,No,No,0,148.5,115,25.25,276.4,84,23.49,193.6,112,8.71,12.4,3,3.35,1,False,0,60.8,1.291304347826087,3.2904761904761903,1.7285714285714284,4.133333333333334,0.00909090909090909,1,110,25.25,0.0,0,0,630.9,1.291304235538762,0,0,6.448731153779409,12100
MD,120,415,No,Yes,39,200.3,68,34.05,220.4,97,18.73,253.8,116,11.42,10.5,4,2.84,0,False,0,67.04,2.945588235294118,2.272164948453608,2.1879310344827587,2.625,0.0,2,240,0.0,0.0,0,0,685.0,2.945587802119441,0,0,6.530877627725885,14400
MI,157,415,No,Yes,28,192.6,107,32.74,195.5,74,16.62,109.7,139,4.94,6.8,5,1.84,3,False,0,56.14,1.8,2.641891891891892,0.7892086330935252,1.3599999999999999,0.01910828025477707,2,314,98.22,0.0,0,0,504.6,1.7999998317757167,0,0,6.225745842832648,24649
VT,103,510,No,No,0,246.5,47,41.91,195.5,84,16.62,200.5,96,9.02,11.7,4,3.16,1,False,0,70.71,5.24468085106383,2.3273809523809526,2.0885416666666665,2.925,0.009708737864077669,1,103,41.91,0.0,0,1,654.2,5.2446797351745245,0,0,6.48494053253886,10609
VT,117,408,Yes,No,0,167.1,86,28.41,177.5,87,15.09,249.4,132,11.22,14.1,7,3.81,2,True,1,58.53,1.9430232558139535,2.0402298850574714,1.8893939393939394,2.0142857142857142,0.017094017094017096,2,234,56.82,14.1,0,0,608.1,1.943023029881043,1,2,6.411982457842439,13689
MI,140,415,No,No,0,231.9,101,39.42,160.1,94,13.61,110.4,98,4.97,14.3,6,3.86,3,False,0,61.86,2.2960396039603963,1.7031914893617022,1.126530612244898,2.3833333333333333,0.02142857142857143,1,140,118.26,0.0,0,1,516.6999999999999,2.2960393766297647,0,0,6.249395923907856,19600
UT,83,408,Yes,No,0,271.5,87,46.16,216.3,126,18.39,121.1,105,5.45,11.7,4,3.16,1,False,0,73.16,3.1206896551724137,1.7166666666666668,1.1533333333333333,2.925,0.012048192771084338,2,166,46.16,11.7,0,1,620.6,3.1206892964724946,1,1,6.432296799053438,6889
RI,145,408,No,Yes,43,257.7,97,43.81,162.1,95,13.78,286.9,86,12.91,11.1,4,3.0,2,False,0,73.5,2.656701030927835,1.7063157894736842,3.3360465116279068,2.775,0.013793103448275862,2,290,87.62,0.0,0,1,717.8,2.656700757041159,0,0,6.577583154909404,21025
IA,113,408,No,No,0,193.8,99,32.95,221.4,125,18.82,172.3,67,7.75,10.6,6,2.86,1,False,0,62.38,1.9575757575757577,1.7712,2.5716417910447764,1.7666666666666666,0.008849557522123894,1,113,32.95,0.0,0,0,598.1,1.9575755598408526,0,0,6.395428529089879,12769
RI,56,415,No,No,0,226.0,112,38.42,248.5,118,21.12,140.5,142,6.32,6.9,11,1.86,1,False,0,67.72000000000001,2.017857142857143,2.1059322033898304,0.9894366197183099,0.6272727272727273,0.017857142857142856,1,56,38.42,0.0,0,1,621.9,2.0178569626913427,0,0,6.4343859922601,3136
OK,96,415,No,No,0,260.4,115,44.27,146.0,46,12.41,269.5,87,12.13,11.5,4,3.11,5,False,0,71.92,2.2643478260869565,3.1739130434782608,3.0977011494252875,2.875,0.052083333333333336,1,96,221.35000000000002,0.0,0,1,687.4,2.2643476291871623,0,0,6.534370064337384,9216
LA,151,408,No,No,0,178.7,116,30.38,292.1,138,24.83,265.9,101,11.97,9.8,4,2.65,0,False,0,69.83,1.5405172413793102,2.1166666666666667,2.6326732673267323,2.45,0.0,1,151,0.0,0.0,0,0,746.5,1.5405171085761111,0,0,6.616734305264841,22801
OH,83,415,No,No,0,337.4,120,57.36,227.4,116,19.33,153.9,114,6.93,15.8,7,4.27,0,True,1,87.89,2.8116666666666665,1.960344827586207,1.35,2.257142857142857,0.0,1,83,0.0,0.0,0,1,734.4999999999999,2.8116664323611302,0,0,6.600550540041492,6889
VA,139,510,No,Yes,23,157.6,129,26.79,247.0,96,21.0,259.2,112,11.66,13.7,2,3.7,0,False,0,63.150000000000006,1.2217054263565892,2.5729166666666665,2.314285714285714,6.85,0.0,2,278,0.0,0.0,0,0,677.5,1.2217053316507493,0,0,6.519884479274924,19321
FL,115,510,No,Yes,24,142.1,124,24.16,183.4,129,15.59,164.8,114,7.42,9.6,4,2.59,1,False,0,49.760000000000005,1.145967741935484,1.4217054263565891,1.4456140350877194,2.4,0.008695652173913044,2,230,24.16,0.0,0,0,499.90000000000003,1.1459676495187379,0,0,6.216406480363571,13225
SC,87,415,No,No,0,136.3,97,23.17,172.2,108,14.64,137.5,101,6.19,7.1,5,1.92,0,False,0,45.92,1.4051546391752578,1.5944444444444443,1.3613861386138615,1.42,0.0,1,87,0.0,0.0,0,0,453.1,1.4051544943139698,0,0,6.118317438103905,7569
VA,141,415,No,No,0,217.1,110,36.91,241.5,111,20.53,253.5,103,11.41,12.0,6,3.24,0,False,0,72.08999999999999,1.9736363636363636,2.175675675675676,2.4611650485436893,2.0,0.0,1,141,0.0,0.0,0,1,724.1,1.9736361842148922,0,0,6.586309576377547,19881
IA,141,510,No,Yes,36,187.5,99,31.88,241.4,116,20.52,229.5,105,10.33,10.5,5,2.84,3,False,0,65.57,1.893939393939394,2.081034482758621,2.1857142857142855,2.1,0.02127659574468085,2,282,95.64,0.0,0,0,668.9,1.8939392026324038,0,0,6.507128447514222,19881
MI,62,415,No,No,0,98.9,103,16.81,135.4,122,11.51,236.6,82,10.65,12.2,1,3.29,1,False,0,42.26,0.9601941747572816,1.1098360655737705,2.8853658536585365,12.2,0.016129032258064516,1,62,16.81,0.0,0,0,483.09999999999997,0.9601940815345552,0,0,6.182291496945648,3844
OK,146,415,No,No,0,206.3,151,35.07,148.6,89,12.63,167.2,91,7.52,6.1,3,1.65,1,False,0,56.87,1.366225165562914,1.6696629213483145,1.8373626373626373,2.033333333333333,0.00684931506849315,1,146,35.07,0.0,0,0,528.1999999999999,1.3662250750844322,0,0,6.271366432240801,21316
DE,92,415,No,Yes,33,243.1,92,41.33,213.8,92,18.17,228.7,104,10.29,12.1,2,3.27,2,False,0,73.05999999999999,2.642391304347826,2.323913043478261,2.1990384615384615,6.05,0.021739130434782608,2,184,82.66,0.0,0,1,697.6999999999999,2.642391017131411,0,0,6.549221465558405,8464
GA,185,510,No,Yes,31,189.8,126,32.27,163.3,133,13.88,264.8,126,11.92,7.5,3,2.03,1,False,0,60.10000000000001,1.5063492063492065,1.2278195488721806,2.1015873015873017,2.5,0.005405405405405406,2,370,32.27,0.0,0,0,625.4000000000001,1.5063490867976916,0,0,6.439989144676593,34225
DC,148,415,No,No,0,202.0,102,34.34,243.2,128,20.67,261.3,90,11.76,10.9,3,2.94,1,False,0,69.71000000000001,1.9803921568627452,1.9,2.9033333333333333,3.6333333333333333,0.006756756756756757,1,148,34.34,0.0,0,0,717.4,1.9803919627066702,0,0,6.57702651698799,21904
AZ,94,408,No,Yes,38,170.1,124,28.92,193.3,116,16.43,105.9,73,4.77,12.8,4,3.46,1,False,0,53.580000000000005,1.3717741935483871,1.6663793103448277,1.4506849315068493,3.2,0.010638297872340425,2,188,28.92,0.0,0,0,482.09999999999997,1.3717740829214449,0,0,6.180223671560361,8836
CO,68,408,No,No,0,237.1,105,40.31,223.5,105,19.0,97.4,79,4.38,13.2,2,3.56,1,False,0,67.25,2.258095238095238,2.1285714285714286,1.2329113924050634,6.6,0.014705882352941176,1,68,40.31,0.0,0,1,571.2,2.2580950230385692,0,0,6.34948858061601,4624
LA,179,408,No,No,0,219.2,92,37.26,149.4,125,12.7,244.7,104,11.01,6.1,5,1.65,0,False,0,62.61999999999999,2.382608695652174,1.1952,2.3528846153846152,1.22,0.0,1,179,0.0,0.0,0,1,619.4,2.382608436672996,0,0,6.430364431302384,32041
NE,94,415,No,No,0,252.6,104,42.94,169.0,125,14.37,170.9,106,7.69,11.1,7,3.0,2,False,0,68.0,2.4288461538461537,1.352,1.6122641509433964,1.5857142857142856,0.02127659574468085,1,94,85.88,0.0,0,1,603.6,2.4288459203032766,0,0,6.404567082345357,8836
MN,62,415,No,No,0,147.1,91,25.01,190.4,107,16.18,195.2,115,8.78,12.2,3,3.29,0,False,0,53.26,1.6164835164835165,1.7794392523364486,1.697391304347826,4.066666666666666,0.0,1,62,0.0,0.0,0,0,544.9000000000001,1.6164833388479847,0,0,6.302435808787712,3844
AR,116,408,No,No,0,173.5,93,29.5,194.1,76,16.5,208.0,112,9.36,16.2,10,4.37,3,False,0,59.73,1.8655913978494623,2.5539473684210527,1.8571428571428572,1.6199999999999999,0.02586206896551724,1,116,88.5,0.0,0,0,591.8000000000001,1.8655911972482584,0,0,6.384857073981877,13456
KS,70,408,No,No,0,232.1,122,39.46,292.3,112,24.85,201.2,112,9.05,0.0,0,0.0,3,False,0,73.36,1.9024590163934425,2.6098214285714287,1.7964285714285713,0.0,0.04285714285714286,1,70,118.38,0.0,0,1,725.5999999999999,1.9024588604541917,0,0,6.588376119787101,4900
WV,94,510,Yes,Yes,23,197.1,125,33.51,214.5,136,18.23,282.2,103,12.7,9.5,5,2.57,4,False,0,67.00999999999999,1.5768,1.5772058823529411,2.739805825242718,1.9,0.0425531914893617,3,282,134.04,9.5,0,0,703.3,1.57679987385601,1,4,6.557204401751364,8836
AK,126,415,No,No,0,58.2,94,9.89,138.7,118,11.79,136.8,91,6.16,11.9,1,3.21,5,True,1,31.05,0.6191489361702128,1.1754237288135592,1.5032967032967035,11.9,0.03968253968253968,1,126,49.45,0.0,0,0,345.59999999999997,0.6191488703033117,0,0,5.848171377281505,15876
NY,67,408,No,Yes,36,115.6,111,19.65,237.7,94,20.2,169.9,103,7.65,9.9,12,2.67,2,False,0,50.169999999999995,1.0414414414414415,2.528723404255319,1.6495145631067962,0.8250000000000001,0.029850746268656716,2,134,39.3,0.0,0,0,533.0999999999999,1.0414413476178965,0,0,6.2805830873457245,4489
NH,19,408,No,No,0,186.1,98,31.64,254.3,57,21.62,214.0,127,9.63,14.6,7,3.94,2,False,0,66.83000000000001,1.8989795918367347,4.46140350877193,1.68503937007874,2.085714285714286,0.10526315789473684,1,19,63.28,0.0,0,0,669.0,1.8989793980633267,0,0,6.507277712385012,361
VA,170,510,Yes,No,0,259.9,68,44.18,245.0,122,20.83,134.4,121,6.05,8.4,3,2.27,3,False,0,73.32999999999998,3.8220588235294115,2.0081967213114753,1.1107438016528925,2.8000000000000003,0.01764705882352941,2,340,132.54,8.4,0,1,647.6999999999999,3.8220582614620198,1,3,6.474970360219009,28900
NM,73,415,No,No,0,214.3,145,36.43,268.5,135,22.82,241.2,92,10.85,10.8,13,2.92,1,False,0,73.02,1.4779310344827588,1.988888888888889,2.6217391304347823,0.8307692307692308,0.0136986301369863,1,73,36.43,0.0,0,0,734.8,1.4779309325564876,0,0,6.6009583426706735,5329
NY,106,408,No,No,0,158.7,74,26.98,64.3,139,5.47,198.5,103,8.93,10.2,4,2.75,1,False,0,44.13,2.1445945945945946,0.46258992805755395,1.9271844660194175,2.55,0.009433962264150943,1,106,26.98,0.0,0,0,431.7,2.1445943047845533,0,0,6.070044647230839,11236
WY,164,510,No,No,0,160.6,111,27.3,163.2,126,13.87,187.1,112,8.42,9.0,3,2.43,1,False,0,52.02,1.4468468468468467,1.295238095238095,1.6705357142857142,3.0,0.006097560975609756,1,164,27.3,0.0,0,0,519.9,1.4468467165002956,0,0,6.255558084751145,26896
WA,51,408,No,No,0,232.4,109,39.51,187.4,95,15.93,231.2,107,10.4,9.1,3,2.46,1,False,0,68.3,2.1321100917431193,1.9726315789473685,2.1607476635514016,3.033333333333333,0.0196078431372549,1,51,39.51,0.0,0,1,660.1,2.132109896136707,0,0,6.493905114339532,2601
CO,107,415,No,No,0,133.8,85,22.75,180.5,94,15.34,112.2,115,5.05,8.9,4,2.4,0,False,0,45.54,1.5741176470588236,1.9202127659574468,0.9756521739130435,2.225,0.0,1,107,0.0,0.0,0,0,435.4,1.574117461868534,0,0,6.0785592539589155,11449
TX,130,415,No,No,0,176.9,109,30.07,90.7,104,7.71,238.0,69,10.71,9.5,2,2.57,1,False,0,51.06,1.6229357798165138,0.8721153846153846,3.449275362318841,4.75,0.007692307692307693,1,130,30.07,0.0,0,0,515.1,1.6229356309233367,0,0,6.246300545154681,16900
KY,80,408,No,No,0,209.9,74,35.68,195.1,77,16.58,208.2,119,9.37,8.8,4,2.38,2,False,0,64.00999999999999,2.8364864864864865,2.533766233766234,1.749579831932773,2.2,0.025,1,80,71.36,0.0,0,0,622.0,2.8364861031775535,0,0,6.434546518787453,6400
MT,94,415,No,No,0,137.5,118,23.38,203.2,88,17.27,150.0,131,6.75,13.4,2,3.62,0,False,0,51.019999999999996,1.1652542372881356,2.309090909090909,1.1450381679389312,6.7,0.0,1,94,0.0,0.0,0,0,504.09999999999997,1.1652541385377848,0,0,6.224756429474007,8836
OK,118,408,No,Yes,23,289.5,52,49.22,166.6,111,14.16,119.1,88,5.36,9.5,4,2.57,1,False,0,71.30999999999999,5.5673076923076925,1.500900900900901,1.3534090909090908,2.375,0.00847457627118644,2,236,49.22,0.0,0,1,584.7,5.567306621671803,0,0,6.372807713095737,13924
MD,117,415,No,Yes,23,198.1,86,33.68,177.0,86,15.05,180.5,92,8.12,6.8,6,1.84,1,False,0,58.690000000000005,2.3034883720930233,2.058139534883721,1.9619565217391304,1.1333333333333333,0.008547008547008548,2,234,33.68,0.0,0,0,562.4,2.3034881042455693,0,0,6.333989855442272,13689
TN,78,415,No,No,0,149.7,119,25.45,182.2,115,15.49,261.5,126,11.77,9.7,8,2.62,0,False,0,55.32999999999999,1.257983193277311,1.5843478260869563,2.0753968253968256,1.2125,0.0,1,78,0.0,0.0,0,0,603.1,1.2579830875644462,0,0,6.403739747144695,6084
ME,131,510,Yes,Yes,26,292.9,101,49.79,199.7,97,16.97,255.3,127,11.49,13.8,7,3.73,4,True,1,81.97999999999999,2.9,2.058762886597938,2.010236220472441,1.9714285714285715,0.030534351145038167,3,393,199.16,13.8,0,1,761.6999999999999,2.899999712871315,1,4,6.6368647691701925,17161
DC,63,408,No,No,0,83.0,64,14.11,177.0,106,15.05,245.7,89,11.06,13.0,3,3.51,0,False,0,43.73,1.296875,1.669811320754717,2.7606741573033706,4.333333333333333,0.0,1,63,0.0,0.0,0,0,518.7,1.2968747973633128,0,0,6.253251722014396,3969
MN,53,415,No,Yes,24,145.7,146,24.77,220.5,136,18.74,249.9,96,11.25,13.1,5,3.54,3,False,0,58.3,0.997945205479452,1.6213235294117647,2.603125,2.62,0.05660377358490566,2,106,74.31,0.0,0,0,629.2,0.9979451371270454,0,0,6.446037229323174,2809
DE,62,408,No,No,0,182.3,101,30.99,328.2,93,27.9,245.0,131,11.03,11.2,1,3.02,2,False,0,72.94,1.804950495049505,3.529032258064516,1.8702290076335877,11.2,0.03225806451612903,1,62,61.98,0.0,0,0,766.7,1.8049503163415528,0,0,6.6433990318338525,3844
MD,97,415,No,No,0,218.0,86,37.06,184.0,94,15.64,240.5,110,10.82,6.4,8,1.73,3,False,0,65.25,2.5348837209302326,1.9574468085106382,2.1863636363636365,0.8,0.030927835051546393,1,97,111.18,0.0,0,1,648.9,2.5348834261763455,0,0,6.4768185049003035,9409
MI,105,510,No,No,0,140.6,109,23.9,178.6,51,15.18,217.0,83,9.76,6.8,3,1.84,2,False,0,50.68,1.2899082568807339,3.5019607843137255,2.6144578313253013,2.2666666666666666,0.01904761904761905,1,105,47.8,0.0,0,0,543.0,1.2899081385405378,0,0,6.298949246855942,11025
WA,157,415,No,No,0,152.7,105,25.96,257.5,80,21.89,198.1,93,8.91,9.4,4,2.54,1,False,0,59.300000000000004,1.4542857142857142,3.21875,2.1301075268817202,2.35,0.006369426751592357,1,157,25.96,0.0,0,0,617.6999999999999,1.4542855757823259,0,0,6.427620502536943,24649
MO,66,415,No,Yes,36,106.7,76,18.14,209.8,77,17.83,190.4,117,8.57,12.1,2,3.27,1,False,0,47.81,1.4039473684210526,2.724675324675325,1.6273504273504273,6.05,0.015151515151515152,2,132,18.14,0.0,0,0,519.0,1.4039471836911601,0,0,6.253828811575473,4356
OR,38,415,No,No,0,194.4,94,33.05,186.7,95,15.87,223.3,90,10.05,10.8,5,2.92,3,False,0,61.89,2.068085106382979,1.9652631578947368,2.4811111111111113,2.16,0.07894736842105263,1,38,99.14999999999999,0.0,0,0,615.2,2.0680848863739483,0,0,6.423571586162567,1444
MD,106,510,No,No,0,213.9,95,36.36,151.9,70,12.91,260.1,124,11.7,12.2,5,3.29,3,False,0,64.26,2.251578947368421,2.17,2.0975806451612904,2.44,0.02830188679245283,1,106,109.08,0.0,0,0,638.1000000000001,2.251578710360136,0,0,6.4600609366562365,11236
RI,99,510,No,No,0,217.2,112,36.92,246.7,89,20.97,226.1,89,10.17,15.8,7,4.27,3,False,0,72.33,1.9392857142857143,2.7719101123595506,2.540449438202247,2.257142857142857,0.030303030303030304,1,99,110.76,0.0,0,1,705.8,1.9392855411352194,0,0,6.560747740445541,9801
AZ,144,510,Yes,No,0,203.5,100,34.6,247.6,103,21.05,194.3,94,8.74,11.9,11,3.21,0,False,0,67.6,2.035,2.403883495145631,2.067021276595745,1.0818181818181818,0.0,2,288,0.0,11.9,0,0,657.3000000000001,2.03499979650002,1,0,6.489660754473831,20736
PA,82,415,No,Yes,24,155.2,131,26.38,244.5,106,20.78,122.4,68,5.51,10.7,3,2.89,1,False,0,55.559999999999995,1.1847328244274808,2.306603773584906,1.8,3.5666666666666664,0.012195121951219513,2,164,26.38,0.0,0,0,532.8000000000001,1.1847327339898674,0,0,6.280021236970424,6724
